,Movie,Date,Rating,Year,Director,Writer,Cast
329,Belfast,16/06/2022,6,2021,Kenneth Branagh,Kenneth Branagh,"Caitriona Balfe, Judi Dench, Jamie Dornan, Ciarán Hinds, Jude Hill, Colin Morgan, Olive Tennant, Lara McDonnell, Lewis McAskie"
330,Spiderhead,28/06/2022,6,2022,Joseph Kosinski,"Rhett Reese, Paul Wernick","Chris Hemsworth, Miles Teller, Jurnee Smollett, Mark Paguio, Tess Haubrich"
331,The Bourne Identity,08/07/2022,7,2002,Doug Liman,"William Blake Herron, Tony Gilroy, David Self, Robert Ludlum","Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Adewale Akinnuoye-Agbaje, Gabriel Mann, Walton Goggins, Josh Hamilton, Julia Stiles, Orso Maria Guerrini, Tim Dutton"
332,Children Of Men,10/07/2022,9,2006,Alfonso Cuarón,"Alfonso Cuarón, David Arata, Timothy J. Sexton, Hawk Ostby, Mark Fergus","Clive Owen, Julianne Moore, Michael Caine, Chiwetel Ejiofor, Charlie Hunnam, Danny Huston, Clare-Hope Ashitey, Peter Mullan, Pam Ferris, Maria McErlane, Michael Haughey, Paul Sharma, Philippa Urquhart, Oana Pellea, Ed Westwick"
333,Qt8 The First Eight,11/07/2022,7,2019,Tara Wood,Tara Wood,"Michael Madsen, Christoph Waltz, Zoe Bell, Samuel L. Jackson, Diane Kruger, Eli Roth, Lucy Liu, Kurt Russell, Jamie Foxx, Tim Roth, Robert Forster, Jennifer Jason Leigh, Bruce Dern"
334,The Talented Mr. Ripley,17/07/2022,8,1999,Anthony Minghella,"Patricia Highsmith, Anthony Minghella","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston, Rosario Fiorello, Stefania Rocca, Ivano Marescotti, Anna Longhi, Alessandro Fabrizi, Lisa Eichhorn"
335,The Gray Man,24/07/2022,8,2022,"Anthony Russo, Joe Russo","Joe Russo, Christopher Markus, Stephen McFeely","Ryan Gosling, Chris Evans, Ana de Armas, Regé-Jean Page, Billy Bob Thornton, Wagner Moura, Alfre Woodard, Julia Butters"
336,The Duke,30/07/2022,7,2022,Roger Michell,"Richard Bean, Clive Coleman","Jim Broadbent, Dame Helen Mirren, Fionn Whitehead, Aimee Kelly, Craig Conway, Heather Craney, Simon Hubbard, Michael Adams"
337,The Unbearable Weight Of Massive Talent,05/08/2022,6,2022,Tom Gormican,"Tom Gormican, Kevin Etten","Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan, Paco León, Neil Patrick Harris, Lily Sheen, Alessandra Mastronardi, Jacob Scipio, Katrin Vankova, Demi Moore, Anna MacDonald"
338,Everything Everywhere All At Once,04/09/2022,8,2022,"Dan Kwan, Daniel Scheinert","Dan Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong, Jamie Lee Curtis, Jenny Slate, Harry Shum Jr."
339,It Follows,10/09/2022,7,2015,David Robert Mitchell,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe, Ruby Harris, Bailey Spry, Debbie Williams"
340,The Place Beyond The Pines,11/09/2022,9,2012,Derek Cianfrance,"Ben Coccio, Darius Marder, Derek Cianfrance","Ryan Gosling, Bradley Cooper, Eva Mendes, Rose Byrne, Ben Mendelsohn, Mahershala Ali, Dane DeHaan, Emory Cohen, Ray Liotta, Bruce Greenwood, Harris Yulin, Gabe Fazio, Olga Merediz"
341,The Gift,17/09/2022,7,2015,Joel Edgerton,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman, Busy Philipps, Beau Knapp, Wendell Pierce, David Denman, Katie Aselton"
342,As Good As It Gets,22/09/2022,7,1997,James L. Brooks,"Mark Andrus, Mark Andrus, James L. Brooks","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros"
343,Thor: Love And Thunder,23/09/2022,7,2022,Taika Waititi,"Taika Waititi, Jennifer Kaytin Robinson","Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi, Russell Crowe, Jaimie Alexander, Chris Pratt, Dave Bautista, Karen Gillan, Pom Klementieff, Sean Gunn, Vin Diesel, Bradley Cooper"
344,Gravity,27/09/2022,8,2013,Alfonso Cuarón,"Alfonso Cuarón, Jonás Cuarón","Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren, Basher Savage, Adam Cozens"
345,Psycho,01/10/2022,7,1960,Alfred Hitchcock,"Robert Bloch, Joseph Stefano","Anthony Perkins, Janet Leigh, Vera Miles, John Gavin, Martin Balsam, John McIntire, Simon Oakland, John Anderson, Frank Albertson, Patricia Hitchcock"
346,A Most Wanted Man,07/10/2022,7,2014,Anton Corbijn,Andrew Bovell,"Philip Seymour Hoffman, Rachel McAdams, Grigoriy Dobrygin, Willem Dafoe, Robin Wright, Homayoun Ershadi, Nina Hoss, Franz Hartwig, Daniel Brühl, Kostja Ullmann, Vicky Krieps, Mehdi Dehbi, Rainer Bock"
347,Where The Crawdads Sing,15/10/2022,7,2022,Olivia Newman,Lucy Alibar,"Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, Garret Dillahunt, Michael Hyatt, Ahna O___Reilly, Sterling Macer Jr., Jojo Regina, David Strathairn, Bill Kelly"
348,The Black Phone,21/10/2022,6,2021,Scott Derrickson,"Scott Derrickson, C. Robert Cargill, C. Robert Cargill","Ethan Hawke, Mason Thames, Madeleine McGraw, Jeremy Davies, James Ransone, E. Roger Mitchell, Michael Banks Repeta, J. Gaven Wilde, Brady Ryan, Robert Fortunato"
349,House Of Wax,28/10/2022,7,2005,Jaume Collet-Serra,"Chad Hayes, Carey W. Hayes","Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton, Jared Padalecki, Robert Ri___chard, Jon Abrahams, Damon Herriman, Emma Lung, Herb Gains, Steve Richards, Bruce Berman"
350,Halloween,05/11/2022,5,1978,John Carpenter,"Debra Hill, John Carpenter","Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles, Charles Cyphers, Kyle Richards, Brian Andrews, Arthur Malet"
351,Only God Forgives,12/11/2022,6,2013,Nicolas Winding Refn,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Rhatha Phongam, Gordon Brown, Tom Burke, Byron Gibson, Pitchawat Petchayahon"
352,Nope,20/11/2022,7,2022,Jordan Peele,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Steven Yeun, Michael Wincott, Brandon Perea, Barbie Ferreira, Donna Mills, Jennifer Lafleur, Ryan W. Garcia, Wrenn Schmidt, Keith David, Devon Graye"
353,Bullet Train,02/12/2022,6,2022,David Leitch,Zak Olkewicz,"Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Bad Bunny, Sandra Bullock, Zazie Beetz, Masi Oka, Logan Lerman, Karen Fukuhara, Andrea Munoz"
354,Poker Face,23/12/2022,5,2022,Russell Crowe,"Stephen M. Coates, Russell Crowe","Russell Crowe, Liam Hemsworth, RZA, Elsa Pataky, Brooke Satchwell, Aden Young, Daniel MacPherson, Matt Nable, Lynn Gilmartin, Benedict Hardie, Steve Bastoni, Paul Tassone, Addam Bramich, Jack Thompson"
355,Glass Onion,29/12/2022,8,2022,Rian Johnson,Rian Johnson,"Daniel Craig, Ed Norton, Dave Bautista, Kate Hudson, Kathryn Hahn, Leslie Odom Jr., Janelle Monáe, Jessica Henwick, Madelyn Cline"
356,The Swimmers,06/01/2023,8,2022,Sally El Hosaini,"Jack Thorne, Sally El Hosaini","Nathalie Issa, Manal Issa, Matthias Schweighöfer, Ahmed Malek, James Krishna Floyd, Nahel Tzegai, Kinda Alloush, Ali Suliman"
357,Indiana Jones And The Raiders Of The Lost Ark,07/01/2023,7,1981,Steven Spielberg,"Lawrence Kasdan, George Lucas, Philip Kaufman","Harrison Ford, Karen Allen, Paul Freeman, Wolf Kahler, Ronald Lacey, John Rhys-Davies, Denholm Elliott, Anthony Higgins, Alfred Molina"
358,The Game,15/01/2023,8,1997,David Fincher,"Michael Ferris, John D. Brancato","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl, Steve Golin, Ceán Chaffin, Jonathan Mostow"
359,The King,18/01/2023,8,2019,David Michôd,"Joel Edgerton, David Michôd","Timothée Chalamet, Ben Mendelsohn, Joel Edgerton, Robert Pattinson, Dean-Charles Chapman, Sean Harris, Lily-Rose Depp, Thomasin McKenzie, Tom Glynn-Carney, Ivan Kaye, Andrew Havill, Nick Wittman, Steven Elder, Edward Ashley, Lucas Hansen, Philip Rosch"
360,The Lincoln Lawyer,27/01/2023,7,2011,Brad Furman,John Romano,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, Josh Lucas, William H. Macy, John Leguizamo, Michael Peña, Bob Gunton, Frances Fisher, Bryan Cranston, Trace Adkins, Laurence Mason, Margarita Levieva, Pell James, Shea Whigham, Katherine Moennig, Michael Paré, Michaela Conlin, Mackenzie Aladjem"
361,Pinocchio,28/01/2023,5,2022,Robert Zemeckis,"Robert Zemeckis, Chris Weitz","Tom Hanks, Benjamin Evan Ainsworth, Cynthia Erivo, Joseph Gordon-Levitt, Keegan-Michael Key, Lorraine Bracco, Luke Evans, Kyanne Lamaya, Giuseppe Battiston, Lewin Lloyd, Sheila Atim, Hannah Flynn, Aidan Towers"
362,Dallas Buyers Club,04/02/2023,7,2013,Jean-Marc Vallée,"Craig Borten, Melisa Wallack","Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O___Hare, Steve Zahn, Michael O___Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin"
363,In Bruges,12/02/2023,5,2008,Martin McDonagh,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ralph Fiennes, Ciarán Hinds, Clémence Poésy, Thekla Reuten, Jordan Prentice, Anna Madeley"
364,Run,18/02/2023,8,2021,Aneesh Chaganty,"Aneesh Chaganty, Sev Ohanian","Sarah Paulson, Kiera Allen, Onalee Ames, Pat Healy, Carter Heintz, Clark Webster, Conan Hodgkinson, Erik Athavale, Bradley Sawatzky"
365,Haute Cuisine,25/02/2023,7,2013,Christian Vincent,"Christian Vincent, Etienne Comar","Catherine Frot, Jean d___Ormesson, Hippolyte Girardot, Arthur Dupont, Jean-Marc Roulot, Arly Jover, Brice Fournier, Joe Sheridan, Philippe Uchan, Laurent Poitrenaux, Hervé Pierre"
366,Harry Potter 1,11/03/2023,8,2001,Chris Columbus,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths, Richard Harris, Ian Hart, John Hurt, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, Sean Biggerstaff, Zoë Wanamaker, David Bradley, Tom Felton, Harry Melling, Matthew Lewis"
367,Top Gun: Maverick,25/03/2023,8,2022,Joseph Kosinski,"Ehren Kruger, Eric Warren Singer, Christopher McQuarrie","Tom Cruise, Miles Teller, Jennifer Connelly, Jon Hamm, Glen Powell, Ed Harris, Val Kilmer, Lewis Pullman, Charles Parnell, Bashir Salahuddin, Monica Barbaro, Jay Ellis, Danny Ramirez, Greg Tarzan Davis, Jake Picking"
368,Luther: The Fallen Sun,31/03/2023,7,2023,Jamie Payne,Neil Cross,"Idris Elba, Andy Serkis, Cynthia Erivo, Dermot Crowley, Lauryn Ajufo, Andy Apollo, Nicola Achilleas"
369,Elvis,08/04/2023,9,2022,Baz Luhrmann,"Baz Luhrmann, Sam Bromell, Craig Pearce, Jeremy Doner","Austin Butler, Tom Hanks, Helen Thomson, Richard Roxburgh, Olivia DeJonge, Luke Bracey, Natasha Bassett, David Wenham, Kelvin Harrison Jr., Xavier Samuel, Kodi Smit-McPhee, Dacre Montgomery, Leon Ford, Kate Mulvany, Gareth Davies, Charles Grounds, Josh McConville, Adam Dunn, Yola, Alton Mason"
370,This Is 40,10/04/2023,6,2012,Judd Apatow,Judd Apatow,"Paul Rudd, Leslie Mann, John Lithgow, Megan Fox, Iris Apatow, Maude Apatow, Chris O___Dowd, Jason Segel, Melissa McCarthy, Graham Parker, Albert Brooks, Charlyne Yi, Robert Smigel, Annie Mumolo, Lena Dunham, Ava Sambora, Tom Everett"
371,The Outfit,14/04/2023,6,2022,Graham Moore,"Graham Moore, Johnathan McClain","Mark Rylance, Dylan O___Brien, Zoey Deutch, Johnny Flynn, Nikki Amuka-Bird, Simon Russell Beale, Alan Mehdizadeh"
372,Unsane,15/04/2023,7,2018,Steven Soderbergh,"Jonathan Bernstein, James Greer","Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple, Amy Irving, Polly McKie, Myra Lucretia Taylor, Gibson Frazier, Aimee Mullins, Colin Woodell"
373,The Whale,24/04/2023,7,2023,Darren Aronofsky,Samuel D. Hunter,"Brendan Fraser, Sadie Sink, Hong Chau, Ty Simpkins, Samantha Morton"
374,Old,28/04/2023,7,2021,M. Night Shyamalan,M. Night Shyamalan,"Gael García Bernal, Vicky Krieps, Rufus Sewell, Ken Leung, Alex Wolff, Abbey Lee, Nikki Amuka-Bird, Eliza Scanlen, Kathleen Chalfant, Gustaf Hammarsten, Thomasin McKenzie, Embeth Davidtz, Aaron Pierre, Alexa Swinton, Nolan River, Emun Elliott"
375,Stillwater,12/05/2023,8,2021,Tom McCarthy,"Tom McCarthy, Marcus Hinchey, Thomas Bidegain, Noé Debré","Matt Damon, Camille Cottin, Abigail Breslin, Lilou Siauvaud, Deanna Dunagan, Idir Azougli, Anne Le Ny, Robert Peters, April Warren, Moussa Maaskri, Justin France, Isabelle Tanakil, Naidra Ayadi"
376,The Mist,14/05/2023,6,2007,Frank Darabont,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher, Toby Jones, William Sadler, Jeffrey DeMunn, Frances Sternhagen, Alexa Davalos, Nathan Gamble, Chris Owen, Sam Witwer, Robert C. Treveiler, David Jensen"
377,Indiana Jones And The Last Crusade,27/05/2023,8,1989,Steven Spielberg,"Jeffrey Boam, George Lucas, Menno Meyjes","Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell"
378,Escape Plan: The Extractors,28/05/2023,6,2019,John Herzfeld,Miles Chapman,"Sylvester Stallone, 50 Cent, Dave Bautista, Zhang Jin, Harry Shum Jr., Devon Sawa, Jaime King, Lydia Hull, Melise, Russell Wong, Daniel Bernhardt, Jeff Chase, Rob De Groot, Holland Herzfeld, Tyler Jon Olson, Tony DeMil"
379,Scream 6,03/06/2023,8,2023,"Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick","Melissa Barrera, Jenna Ortega, Courteney Cox, Jasmin Savoy Brown, Mason Gooding, Hayden Panettiere, Henry Czerny, Dermot Mulroney, Devyn Nekoda, Josh Segarra, Jack Champion, Liana Liberato, Samara Weaving, Tony Revolori"
380,Escape Plan,09/06/2023,7,2013,Mikael Håfström,"Miles Chapman, Arnell Jesko","Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, 50 Cent, Sam Neill, Vinnie Jones, Faran Tahir, Vincent D___Onofrio, Amy Ryan, Graham Beckel, Matt Gerald, Caitriona Balfe, David Joseph Martinez, Christian Stokes"
381,Kill Boksoon,11/06/2023,7,2023,Byeon Seonghyeon,Byeon Seonghyeon,"Jeon Do-yeon, Sul Kyung-gu, E Som, Koo Kyo-hwan, Kim Si-ah, Kim Sung-oh, Lee Yeon, Choi Byung-mo, Kim Ki-cheon, Jang In-sub"
382,Mr Church,16/06/2023,7,2016,Bruce Beresford,Susan McMartin,"Eddie Murphy, Britt Robertson, Xavier Samuel, Natascha McElhone, Lucy Fry, Christian Madsen, Mckenna Grace, Natalie Coughlin, Madison Wolfe, Lincoln Melcher, Kathleen McMartin"
383,She Said,18/06/2023,7,2022,Maria Schrader,Rebecca Lenkiewicz,"Carey Mulligan, Zoe Kazan, Patricia Clarkson, Andre Braugher, Jennifer Ehle, Samantha Morton, Angela Yeoh, Ashley Judd, Tom Pelphrey, Adam Shapiro, Sean Cullen, Emma O___Connor, Anastasia Barzee, John Mazurek, Justine Colan, Wesley Holloway, Elle Graham, Maren Heary, Keilly McQuail"
384,The Walk,25/06/2023,8,2015,Robert Zemeckis,"Robert Zemeckis, Christopher Browne","Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale, Clément Sibony, César Domboy, Benedict Samuel, Ben Schwartz, Steve Valentine, Mark Camacho"
385,Two For The Money,09/07/2023,7,2005,D.J. Caruso,Dan Gilroy,"Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante, Jeremy Piven, Jaime King, Kevin Chapman, Ralph Garman, Gedde Watanabe, Carly Pope, Charles Carroll, Gerard Plunkett, Craig Veroni, James Kirk, Chrislyn Austin"
386,Don’t Worry Darling,13/07/2023,7,2022,Olivia Wilde,Katie Silberman,"Florence Pugh, Harry Styles, Olivia Wilde, Gemma Chan, KiKi Layne, Chris Pine, Nick Kroll, Douglas Smith, Timothy Simons, Kate Berlant"
387,Guardians Of The Galaxy,20/07/2023,7,2014,James Gunn,"James Gunn, Nicole Perlman","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, Benicio del Toro, John C. Reilly, Glenn Close, Laura Haddock, Sean Gunn, Peter Serafinowicz, Christopher Fairbank"
388,The Menu,22/07/2023,8,2022,Mark Mylod,"Seth Reiss, Will Tracy","Ralph Fiennes, Anya Taylor-Joy, Nicholas Hoult, Hong Chau, Janet McTeer, Judith Light, Reed Birney, Paul Adelstein, Aimee Carrero, Arturo Castro, Mark St. Cyr, Rob Yang, John Leguizamo"
389,True Lies,30/07/2023,7,1994,James Cameron,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton, Tia Carrere, Art Malik, Eliza Dushku, Grant Heslov, Charlton Heston"
390,Amsterdam,05/08/2023,8,2022,David O. Russell,David O. Russell,"Christian Bale, Margot Robbie, John David Washington, Chris Rock, Anya Taylor-Joy, Zoe Saldana, Mike Myers, Michael Shannon, Timothy Olyphant, Andrea Riseborough, Taylor Swift, Matthias Schoenaerts, Alessandro Nivola, Rami Malek, Robert De Niro"
391,Poisoned,20/08/2023,7,2023,Stephanie Soechtig,"Jeff Benedict, Jeff Benedict",Darin Detwiler
392,A History Of Violence,16/08/2023,7,2005,David Cronenberg,Josh Olson,"Viggo Mortensen, Maria Bello, William Hurt, Ashton Holmes, Stephen McHattie, Peter MacNeill, Ed Harris, Heidi Hayes, Greg Bryk, Steve Arbuckle, Sumela Kay, Morgan Kelly, Connor Price, Evan Rose, Kyle Schmid"
393,Air,19/08/2023,7,2023,Ben Affleck,Alex Convery,"Matt Damon, Ben Affleck, Jason Bateman, Viola Davis, Chris Messina, Gustaf Skarsgård, Marlon Wayans, Chris Tucker, Jessica Green, Matt Maher, Julius Tennon"
394,The Tender Bar,27/08/2023,7,2022,George Clooney,William Monahan,"Ben Affleck, Tye Sheridan, Lily Rabe, Christopher Lloyd, Max Martini, Rhenzy Feliz, Briana Middleton, Max Casella, Sondra James, Michael Braun, Daniel Ranieri, Matthew Delamater, Ivan Leung, Daniel Ranieri, Shannon Collis"
395,Moon,30/08/2023,7,2009,Duncan Jones,Nathan Parker,"Sam Rockwell, Dominique McElligott, Kaya Scodelario, Benedict Wong, Matt Berry, Malcolm Stewart, Kevin Spacey, Robin Chalk"
396,John Wick: Chapter 4,04/09/2023,9,2023,Chad Stahelski,"Shay Hatten, Michael Finch","Keanu Reeves, Donnie Yen, Bill Skarsgård, Laurence Fishburne, Hiroyuki Sanada, Shamier Anderson, Lance Reddick, Rina Sawayama, Scott Adkins, Ian McShane, Marko Zaror, Natalia Tena, Aimée Kwan, Clancy Brown"
397,Babylon,07/09/2023,8,2022,Damien Chazelle,Damien Chazelle,"Brad Pitt, Margot Robbie, Diego Calva, Jean Smart, Jovan Adepo, Li Jun Li, P.J. Byrne, Lukas Haas, Olivia Hamilton, Tobey Maguire, Max Minghella, Rory Scovel, Katherine Waterston, Flea, Jeff Garlin, Eric Roberts, Ethan Suplee, Samara Weaving, Olivia Wilde, Spike Jonze"
398,Guardians Of The Galaxy Vol.3,09/09/2023,8,2023,James Gunn,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Karen Gillan, Pom Klementieff, Vin Diesel, Bradley Cooper, Sean Gunn, Chukwudi Iwuji, Will Poulter, Maria Bakalova, Sylvester Stallone, Elizabeth Debicki, Daniela Melchior, Nico Santos, Giovannie Cruz"
399,Barbie,23/09/2023,7,2023,Greta Gerwig,"Greta Gerwig, Noah Baumbach","Margot Robbie, Ryan Gosling, America Ferrera, Kate McKinnon, Issa Rae, Rhea Perlman, Will Ferrell, John Cena, Michael Cera, Ariana Greenblatt, Ana Cruz Kayne, Emma Mackey, Hari Nef, Alexandra Shipp, Kingsley Ben-Adir, Simu Liu, Ncuti Gatwa, Scott Evans, Jamie Demetriou, Connor Swindells"
400,See How They Run,14/10/2023,6,2022,Tom George,Mark Chappell,"Sam Rockwell, Saoirse Ronan, David Oyelowo, Adrien Brody, Ruth Wilson, Reece Shearsmith, Harris Dickinson, Charlie Cooper, Pippa Bennett-Warner, Pearl Chanda, Sian Clifford, Jacob Fortune-Lloyd, Shirley Henderson"
401,The House That Jack Built,22/10/2023,7,2018,Lars von Trier,Lars von Trier,"Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan, Sofie Gråbøl, Riley Keough, Jeremy Davies, Ed Speleers, David Bailie, Yoo Ji-tae, Marijana Jankovic, Johannes Kuhnke"
402,Dungeons And Dragons: Honour Amongst Thieves,06/11/2023,7,2023,"Jonathan M. Goldstein, John Francis Daley","Jonathan M. Goldstein, John Francis Daley, Michael Gilio, Chris McKay","Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith, Sophia Lillis, Chloe Coleman, Daisy Head, Hugh Grant, Jason Wong"
403,The Informer,10/11/2023,8,2019,Andrea Di Stefano,"Matthew Cook, Rowan Joffe, Andrea Di Stefano","Joel Kinnaman, Rosamund Pike, Clive Owen, Common, Ana de Armas, Martin McCann, Eugene Lipinski, Valeria Vereau"
404,The Bachelors,11/11/2023,9,2017,Kurt Voelker,Kurt Voelker,"J.K. Simmons, Julie Delpy, Josh Wiggins, Odeya Rush, Kevin Dunn, Charlie DePew, Tyrel Jackson Williams, Kitana Turnbull, Tom Amandes, Spencer List, Jacqueline Mazarella, Kimberly Crandall"
405,A Trip To Infinity,16/11/2023,8,2022,"Jonathan Halperin, Drew Takahashi","Jonathan Halperin, Alex Ricciardi",None
406,Knock At The Cabin,19/11/2023,7,2023,M. Night Shyamalan,"M. Night Shyamalan, Steve Desmond, Michael Sherman","Dave Bautista, Jonathan Groff, Ben Aldridge, Nikki Amuka-Bird, Kristen Cui, Abby Quinn, Rupert Grint"
407,Harry Potter 2,25/11/2023,7,2002,Chris Columbus,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths, Richard Harris, Jason Isaacs, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, Shirley Henderson, Julian Glover, Miriam Margolyes, Mark Williams, Toby Jones, Bonnie Wright"
408,Anelka: Misunderstood,30/11/2023,6,2019,Franck Nataf,Franck Nataf,Nicolas Anelka
409,Harry Potter 3,02/12/2023,8,2004,Alfonso Cuarón,"J.K. Rowling, Steve Kloves","Daniel Radcliffe, Rupert Grint, Emma Watson, Gary Oldman, David Thewlis, Michael Gambon, Alan Rickman, Maggie Smith, Robbie Coltrane, Tom Felton, Emma Thompson, Julie Walters, Timothy Spall, Julie Christie, Peter Best, David Bradley, Alfred Enoch, Pam Ferris, Dawn French, Jimmy Gardner"
410,Harry Potter 4,05/12/2023,7,2005,Mike Newell,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Ralph Fiennes, Michael Gambon, Brendan Gleeson, Jason Isaacs, Gary Oldman, Miranda Richardson, Alan Rickman, Maggie Smith, Timothy Spall, Frances de la Tour, Predrag Bjelac, David Bradley, Warwick Davis, Tom Felton, Robert Hardy, Shirley Henderson"
411,Leave The World Behind,10/12/2023,6,2023,Sam Esmail,Sam Esmail,"Julia Roberts, Mahershala Ali, Ethan Hawke, Myha___la Herrold, Kevin Bacon, Farrah Mackenzie, Charles Evans, Vanessa Aspillaga"
412,The Wonderful Story Of Henry Sugar,12/12/2023,5,2023,Wes Anderson,Wes Anderson,"Benedict Cumberbatch, Ralph Fiennes, Ben Kingsley, Dev Patel, Richard Ayoade"
413,Blackberry,15/12/2023,6,2023,Matt Johnson,"Matt Johnson, Matt Miller","Jay Baruchel, Glenn Howerton, Matt Johnson, Rich Sommer, Michael Ironside, Martin Donovan, Michelle Giroux, SungWon Cho, Mark Critch, Saul Rubinek, Cary Elwes"
414,Death Note,19/12/2023,6,2017,Adam Wingard,"Charley Parlapanides, Vlas Parlapanides, Jeremy Slater","Nat Wolff, Margaret Qualley, LaKeith Stanfield, Willem Dafoe, Paul Nakauchi, Shea Whigham, Masi Oka, Michael Shamus Wiles, Paul McGillion"
415,Crazy Stupid Love,23/12/2023,8,2011,"Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone, Lio Tipton, Jonah Bobo, Joey King, Marisa Tomei, Beth Littleford, John Carroll Lynch, Kevin Bacon, Liza Lapira, Josh Groban, Mekia Cox, Julianna Guill, Zayne Emory"
416,Harry Potter 5,27/12/2023,7,2007,David Yates,Michael Goldenberg,"Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter, Robbie Coltrane, Michael Gambon, Gary Oldman, Imelda Staunton, Richard Griffiths, Jason Isaacs, Alan Rickman, Fiona Shaw, Maggie Smith, Timothy Spall, David Thewlis, Emma Thompson, Julie Walters, Harry Melling, Mark Williams"
417,50/50,30/12/2023,6,2011,Jonathan Levine,Will Reiser,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Philip Baker Hall, Anjelica Huston, Serge Houde, Andrew Airlie"
418,Reptile,31/12/2023,8,2023,Grant Singer,"Benjamin Brewer, Grant Singer, Benicio del Toro","Benicio del Toro, Justin Timberlake, Eric Bogosian, Alicia Silverstone, Domenick Lombardozzi, Frances Fisher, Ato Essandoh, Michael Pitt, Karl Glusman, Matilda Anna Ingrid Lutz"
419,The Killer,01/01/2024,7,2023,David Fincher,Andrew Kevin Walker,"Michael Fassbender, Charles Parnell, Arliss Howard, Tilda Swinton, Kerry O___Malley, Monique Ganderton, Lacey Dover, Sala Baker, Sophie Charlotte"
420,Harry Potter 6,04/01/2024,6,2009,David Yates,Steve Kloves,"Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter, Jim Broadbent, Robbie Coltrane, Michael Gambon, Alan Rickman, Maggie Smith, Timothy Spall, David Thewlis, David Bradley, Warwick Davis, Tom Felton, Julie Walters, Jessie Cave, Frank Dillane, Matthew Lewis, Evanna Lynch, Helen McCrory"
